"Sample Date","Sample Time","Sensor Name","Sample Value"
"9/25/2012","12:00:58 AM","ISO AIR Temp 1",21.955
"9/25/2012","12:00:58 AM","ISO AIR RH 1",27.231
"9/25/2012","12:01:21 AM","ISO AIR RH 2",24.087
"9/25/2012","12:01:21 AM","ISO AIR Temp 2",23.604
"9/25/2012","12:01:21 AM","ISOAIR + 2",13.000
"9/25/2012","12:01:58 AM","ISO AIR Temp 1",21.906
"9/25/2012","12:01:58 AM","ISO AIR RH 1",27.237
"9/25/2012","12:02:21 AM","ISO AIR RH 2",23.975
"9/25/2012","12:02:21 AM","ISO AIR Temp 2",23.597
"9/25/2012","12:02:21 AM","ISOAIR + 2",14.000
"9/25/2012","12:02:58 AM","ISO AIR Temp 1",21.925
"9/25/2012","12:02:58 AM","ISO AIR RH 1",27.013
"9/25/2012","12:03:21 AM","ISO AIR RH 2",24.006
"9/25/2012","12:03:21 AM","ISO AIR Temp 2",23.590
"9/25/2012","12:03:21 AM","ISOAIR + 2",10.000
"9/25/2012","12:03:58 AM","ISO AIR Temp 1",21.985
"9/25/2012","12:03:58 AM","ISO AIR RH 1",27.219
"9/25/2012","12:04:21 AM","ISO AIR RH 2",24.362
"9/25/2012","12:04:21 AM","ISO AIR Temp 2",23.513
"9/25/2012","12:04:21 AM","ISOAIR + 2",11.000
"9/25/2012","12:04:58 AM","ISO AIR Temp 1",21.861
"9/25/2012","12:04:58 AM","ISO AIR RH 1",27.106
"9/25/2012","12:05:21 AM","ISO AIR RH 2",24.112
"9/25/2012","12:05:21 AM","ISO AIR Temp 2",23.572
"9/25/2012","12:05:21 AM","ISOAIR + 2",6.000
"9/25/2012","12:05:58 AM","ISO AIR Temp 1",21.899
"9/25/2012","12:05:58 AM","ISO AIR RH 1",27.031
"9/25/2012","12:06:21 AM","ISO AIR RH 2",24.175
"9/25/2012","12:06:21 AM","ISO AIR Temp 2",23.572
"9/25/2012","12:06:21 AM","ISOAIR + 2",4.000
"9/25/2012","12:06:58 AM","ISO AIR Temp 1",22.007
"9/25/2012","12:06:58 AM","ISO AIR RH 1",26.888
"9/25/2012","12:07:21 AM","ISO AIR RH 2",24.131
"9/25/2012","12:07:21 AM","ISO AIR Temp 2",23.680
"9/25/2012","12:07:21 AM","ISOAIR + 2",13.000
"9/25/2012","12:07:58 AM","ISO AIR Temp 1",21.929
"9/25/2012","12:07:58 AM","ISO AIR RH 1",26.794
"9/25/2012","12:08:21 AM","ISO AIR RH 2",23.981
"9/25/2012","12:08:21 AM","ISO AIR Temp 2",23.673
"9/25/2012","12:08:21 AM","ISOAIR + 2",11.000
"9/25/2012","12:08:58 AM","ISO AIR Temp 1",21.948
"9/25/2012","12:08:58 AM","ISO AIR RH 1",26.900
"9/25/2012","12:09:21 AM","ISO AIR RH 2",24.000
"9/25/2012","12:09:21 AM","ISO AIR Temp 2",23.677
"9/25/2012","12:09:21 AM","ISOAIR + 2",11.000
"9/25/2012","12:09:58 AM","ISO AIR Temp 1",21.869
"9/25/2012","12:09:58 AM","ISO AIR RH 1",26.800
"9/25/2012","12:10:21 AM","ISO AIR RH 2",23.981
"9/25/2012","12:10:21 AM","ISO AIR Temp 2",23.583
"9/25/2012","12:10:21 AM","ISOAIR + 2",19.000
"9/25/2012","12:10:58 AM","ISO AIR Temp 1",21.933
"9/25/2012","12:10:58 AM","ISO AIR RH 1",26.925
"9/25/2012","12:11:21 AM","ISO AIR RH 2",23.981
"9/25/2012","12:11:21 AM","ISO AIR Temp 2",23.624
"9/25/2012","12:11:21 AM","ISOAIR + 2",2.000
"9/25/2012","12:11:58 AM","ISO AIR Temp 1",21.944
"9/25/2012","12:11:58 AM","ISO AIR RH 1",26.719
"9/25/2012","12:12:21 AM","ISO AIR RH 2",23.750
"9/25/2012","12:12:21 AM","ISO AIR Temp 2",23.822
"9/25/2012","12:12:21 AM","ISOAIR + 2",15.000
"9/25/2012","12:12:58 AM","ISO AIR Temp 1",21.906
"9/25/2012","12:12:58 AM","ISO AIR RH 1",26.650
"9/25/2012","12:13:21 AM","ISO AIR RH 2",23.794
"9/25/2012","12:13:21 AM","ISO AIR Temp 2",23.767
"9/25/2012","12:13:21 AM","ISOAIR + 2",12.000
"9/25/2012","12:13:58 AM","ISO AIR Temp 1",21.899
"9/25/2012","12:13:58 AM","ISO AIR RH 1",26.650
"9/25/2012","12:14:21 AM","ISO AIR RH 2",23.575
"9/25/2012","12:14:21 AM","ISO AIR Temp 2",23.864
"9/25/2012","12:14:21 AM","ISOAIR + 2",4.000
"9/25/2012","12:14:58 AM","ISO AIR Temp 1",21.940
"9/25/2012","12:14:58 AM","ISO AIR RH 1",26.750
"9/25/2012","12:15:21 AM","ISO AIR RH 2",23.444
"9/25/2012","12:15:21 AM","ISO AIR Temp 2",23.867
"9/25/2012","12:15:21 AM","ISOAIR + 2",8.000
"9/25/2012","12:15:58 AM","ISO AIR Temp 1",21.910
"9/25/2012","12:15:58 AM","ISO AIR RH 1",26.619
"9/25/2012","12:16:21 AM","ISO AIR RH 2",23.413
"9/25/2012","12:16:21 AM","ISO AIR Temp 2",23.909
"9/25/2012","12:16:21 AM","ISOAIR + 2",16.000
"9/25/2012","12:16:58 AM","ISO AIR Temp 1",21.801
"9/25/2012","12:16:58 AM","ISO AIR RH 1",26.650
"9/25/2012","12:17:21 AM","ISO AIR RH 2",23.663
"9/25/2012","12:17:21 AM","ISO AIR Temp 2",23.694
"9/25/2012","12:17:21 AM","ISOAIR + 2",11.000
"9/25/2012","12:17:58 AM","ISO AIR Temp 1",21.816
"9/25/2012","12:17:58 AM","ISO AIR RH 1",26.656
"9/25/2012","12:18:21 AM","ISO AIR RH 2",23.450
"9/25/2012","12:18:21 AM","ISO AIR Temp 2",23.649
"9/25/2012","12:18:21 AM","ISOAIR + 2",12.000
"9/25/2012","12:18:58 AM","ISO AIR Temp 1",21.910
"9/25/2012","12:18:58 AM","ISO AIR RH 1",26.581
"9/25/2012","12:19:21 AM","ISO AIR RH 2",23.581
"9/25/2012","12:19:21 AM","ISO AIR Temp 2",23.489
"9/25/2012","12:19:21 AM","ISOAIR + 2",9.000
"9/25/2012","12:19:58 AM","ISO AIR Temp 1",21.914
"9/25/2012","12:19:58 AM","ISO AIR RH 1",26.556
"9/25/2012","12:20:21 AM","ISO AIR RH 2",23.475
"9/25/2012","12:20:21 AM","ISO AIR Temp 2",23.555
"9/25/2012","12:20:21 AM","ISOAIR + 2",8.000
"9/25/2012","12:20:58 AM","ISO AIR Temp 1",21.820
"9/25/2012","12:20:58 AM","ISO AIR RH 1",26.581
"9/25/2012","12:21:21 AM","ISO AIR RH 2",23.788
"9/25/2012","12:21:21 AM","ISO AIR Temp 2",23.517
"9/25/2012","12:21:21 AM","ISOAIR + 2",6.000
"9/25/2012","12:21:58 AM","ISO AIR Temp 1",21.745
"9/25/2012","12:21:58 AM","ISO AIR RH 1",26.362
"9/25/2012","12:22:21 AM","ISO AIR RH 2",24.087
"9/25/2012","12:22:21 AM","ISO AIR Temp 2",23.475
"9/25/2012","12:22:21 AM","ISOAIR + 2",12.000
"9/25/2012","12:22:58 AM","ISO AIR Temp 1",21.888
"9/25/2012","12:22:58 AM","ISO AIR RH 1",26.644
"9/25/2012","12:23:21 AM","ISO AIR RH 2",23.944
"9/25/2012","12:23:21 AM","ISO AIR Temp 2",23.475
"9/25/2012","12:23:21 AM","ISOAIR + 2",14.000
"9/25/2012","12:23:58 AM","ISO AIR Temp 1",21.917
"9/25/2012","12:23:58 AM","ISO AIR RH 1",26.500
"9/25/2012","12:24:21 AM","ISO AIR RH 2",24.056
"9/25/2012","12:24:21 AM","ISO AIR Temp 2",23.482
"9/25/2012","12:24:21 AM","ISOAIR + 2",12.000
"9/25/2012","12:24:58 AM","ISO AIR Temp 1",21.903
"9/25/2012","12:24:58 AM","ISO AIR RH 1",26.650
"9/25/2012","12:25:21 AM","ISO AIR RH 2",24.156
"9/25/2012","12:25:21 AM","ISO AIR Temp 2",23.576
"9/25/2012","12:25:21 AM","ISOAIR + 2",12.000
"9/25/2012","12:25:58 AM","ISO AIR Temp 1",21.966
"9/25/2012","12:25:58 AM","ISO AIR RH 1",26.638
"9/25/2012","12:26:21 AM","ISO AIR RH 2",24.156
"9/25/2012","12:26:21 AM","ISO AIR Temp 2",23.399
"9/25/2012","12:26:21 AM","ISOAIR + 2",7.000
"9/25/2012","12:26:58 AM","ISO AIR Temp 1",21.813
"9/25/2012","12:26:58 AM","ISO AIR RH 1",26.625
"9/25/2012","12:27:21 AM","ISO AIR RH 2",23.981
"9/25/2012","12:27:21 AM","ISO AIR Temp 2",23.559
"9/25/2012","12:27:21 AM","ISOAIR + 2",12.000
"9/25/2012","12:27:58 AM","ISO AIR Temp 1",21.779
"9/25/2012","12:27:58 AM","ISO AIR RH 1",26.794
"9/25/2012","12:28:21 AM","ISO AIR RH 2",24.112
"9/25/2012","12:28:21 AM","ISO AIR Temp 2",23.597
"9/25/2012","12:28:21 AM","ISOAIR + 2",9.000
"9/25/2012","12:28:58 AM","ISO AIR Temp 1",21.970
"9/25/2012","12:28:58 AM","ISO AIR RH 1",26.612
"9/25/2012","12:29:21 AM","ISO AIR RH 2",24.163
"9/25/2012","12:29:21 AM","ISO AIR Temp 2",23.506
"9/25/2012","12:29:21 AM","ISOAIR + 2",10.000
"9/25/2012","12:29:58 AM","ISO AIR Temp 1",21.978
"9/25/2012","12:29:58 AM","ISO AIR RH 1",26.581
"9/25/2012","12:30:21 AM","ISO AIR RH 2",24.356
"9/25/2012","12:30:21 AM","ISO AIR Temp 2",23.513
"9/25/2012","12:30:21 AM","ISOAIR + 2",15.000
"9/25/2012","12:30:58 AM","ISO AIR Temp 1",21.951
"9/25/2012","12:30:58 AM","ISO AIR RH 1",26.781
"9/25/2012","12:31:21 AM","ISO AIR RH 2",24.319
"9/25/2012","12:31:21 AM","ISO AIR Temp 2",23.392
"9/25/2012","12:31:21 AM","ISOAIR + 2",4.000
"9/25/2012","12:31:58 AM","ISO AIR Temp 1",21.996
"9/25/2012","12:31:58 AM","ISO AIR RH 1",26.781
"9/25/2012","12:32:20 AM","ISO AIR RH 2",24.269
"9/25/2012","12:32:20 AM","ISO AIR Temp 2",23.541
"9/25/2012","12:32:20 AM","ISOAIR + 2",7.000
"9/25/2012","12:32:58 AM","ISO AIR Temp 1",21.993
"9/25/2012","12:32:58 AM","ISO AIR RH 1",26.737
"9/25/2012","12:33:20 AM","ISO AIR RH 2",24.431
"9/25/2012","12:33:20 AM","ISO AIR Temp 2",23.555
"9/25/2012","12:33:20 AM","ISOAIR + 2",14.000
"9/25/2012","12:33:58 AM","ISO AIR Temp 1",21.891
"9/25/2012","12:33:58 AM","ISO AIR RH 1",26.794
"9/25/2012","12:34:20 AM","ISO AIR RH 2",24.587
"9/25/2012","12:34:20 AM","ISO AIR Temp 2",23.458
"9/25/2012","12:34:20 AM","ISOAIR + 2",15.000
"9/25/2012","12:34:58 AM","ISO AIR Temp 1",21.970
"9/25/2012","12:34:58 AM","ISO AIR RH 1",26.794
"9/25/2012","12:35:20 AM","ISO AIR RH 2",24.744
"9/25/2012","12:35:20 AM","ISO AIR Temp 2",23.524
"9/25/2012","12:35:20 AM","ISOAIR + 2",8.000
"9/25/2012","12:35:58 AM","ISO AIR Temp 1",21.914
"9/25/2012","12:35:58 AM","ISO AIR RH 1",26.644
"9/25/2012","12:36:20 AM","ISO AIR RH 2",24.706
"9/25/2012","12:36:20 AM","ISO AIR Temp 2",23.593
"9/25/2012","12:36:20 AM","ISOAIR + 2",5.000
"9/25/2012","12:36:58 AM","ISO AIR Temp 1",21.888
"9/25/2012","12:36:58 AM","ISO AIR RH 1",26.750
"9/25/2012","12:37:20 AM","ISO AIR RH 2",24.681
"9/25/2012","12:37:20 AM","ISO AIR Temp 2",23.576
"9/25/2012","12:37:20 AM","ISOAIR + 2",3.000
"9/25/2012","12:37:58 AM","ISO AIR Temp 1",21.921
"9/25/2012","12:37:58 AM","ISO AIR RH 1",26.781
"9/25/2012","12:38:20 AM","ISO AIR RH 2",24.606
"9/25/2012","12:38:20 AM","ISO AIR Temp 2",23.576
"9/25/2012","12:38:20 AM","ISOAIR + 2",7.000
"9/25/2012","12:38:58 AM","ISO AIR Temp 1",21.944
"9/25/2012","12:38:58 AM","ISO AIR RH 1",27.013
"9/25/2012","12:39:20 AM","ISO AIR RH 2",24.519
"9/25/2012","12:39:20 AM","ISO AIR Temp 2",23.527
"9/25/2012","12:39:20 AM","ISOAIR + 2",14.000
"9/25/2012","12:39:58 AM","ISO AIR Temp 1",22.011
"9/25/2012","12:39:58 AM","ISO AIR RH 1",26.881
"9/25/2012","12:40:20 AM","ISO AIR RH 2",24.462
"9/25/2012","12:40:20 AM","ISO AIR Temp 2",23.600
"9/25/2012","12:40:20 AM","ISOAIR + 2",4.000
"9/25/2012","12:40:58 AM","ISO AIR Temp 1",21.944
"9/25/2012","12:40:58 AM","ISO AIR RH 1",26.962
"9/25/2012","12:41:20 AM","ISO AIR RH 2",24.344
"9/25/2012","12:41:20 AM","ISO AIR Temp 2",23.506
"9/25/2012","12:41:20 AM","ISOAIR + 2",14.000
"9/25/2012","12:41:58 AM","ISO AIR Temp 1",21.959
"9/25/2012","12:41:58 AM","ISO AIR RH 1",26.913
"9/25/2012","12:42:20 AM","ISO AIR RH 2",24.212
"9/25/2012","12:42:20 AM","ISO AIR Temp 2",23.579
"9/25/2012","12:42:20 AM","ISOAIR + 2",6.000
"9/25/2012","12:42:58 AM","ISO AIR Temp 1",21.978
"9/25/2012","12:42:58 AM","ISO AIR RH 1",26.956
"9/25/2012","12:43:20 AM","ISO AIR RH 2",23.975
"9/25/2012","12:43:20 AM","ISO AIR Temp 2",23.600
"9/25/2012","12:43:20 AM","ISOAIR + 2",3.000
"9/25/2012","12:43:58 AM","ISO AIR Temp 1",21.948
"9/25/2012","12:43:58 AM","ISO AIR RH 1",26.975
"9/25/2012","12:44:20 AM","ISO AIR RH 2",23.731
"9/25/2012","12:44:20 AM","ISO AIR Temp 2",23.618
"9/25/2012","12:44:20 AM","ISOAIR + 2",11.000
"9/25/2012","12:44:58 AM","ISO AIR Temp 1",21.981
"9/25/2012","12:44:58 AM","ISO AIR RH 1",26.962
"9/25/2012","12:45:20 AM","ISO AIR RH 2",23.400
"9/25/2012","12:45:20 AM","ISO AIR Temp 2",23.673
"9/25/2012","12:45:20 AM","ISOAIR + 2",15.000
"9/25/2012","12:45:58 AM","ISO AIR Temp 1",21.933
"9/25/2012","12:45:58 AM","ISO AIR RH 1",27.050
"9/25/2012","12:46:20 AM","ISO AIR RH 2",23.556
"9/25/2012","12:46:20 AM","ISO AIR Temp 2",23.760
"9/25/2012","12:46:20 AM","ISOAIR + 2",19.000
"9/25/2012","12:46:58 AM","ISO AIR Temp 1",21.899
"9/25/2012","12:46:58 AM","ISO AIR RH 1",26.906
"9/25/2012","12:47:20 AM","ISO AIR RH 2",23.750
"9/25/2012","12:47:20 AM","ISO AIR Temp 2",23.545
"9/25/2012","12:47:20 AM","ISOAIR + 2",8.000
"9/25/2012","12:47:58 AM","ISO AIR Temp 1",21.910
"9/25/2012","12:47:58 AM","ISO AIR RH 1",26.962
"9/25/2012","12:48:20 AM","ISO AIR RH 2",23.900
"9/25/2012","12:48:20 AM","ISO AIR Temp 2",23.510
"9/25/2012","12:48:20 AM","ISOAIR + 2",10.000
"9/25/2012","12:48:58 AM","ISO AIR Temp 1",21.827
"9/25/2012","12:48:58 AM","ISO AIR RH 1",26.919
"9/25/2012","12:49:20 AM","ISO AIR RH 2",23.850
"9/25/2012","12:49:20 AM","ISO AIR Temp 2",23.503
"9/25/2012","12:49:20 AM","ISOAIR + 2",9.000
"9/25/2012","12:49:58 AM","ISO AIR Temp 1",21.936
"9/25/2012","12:49:58 AM","ISO AIR RH 1",26.881
"9/25/2012","12:50:20 AM","ISO AIR RH 2",23.438
"9/25/2012","12:50:20 AM","ISO AIR Temp 2",23.659
"9/25/2012","12:50:20 AM","ISOAIR + 2",9.000
"9/25/2012","12:50:58 AM","ISO AIR Temp 1",21.884
"9/25/2012","12:50:58 AM","ISO AIR RH 1",26.981
"9/25/2012","12:51:20 AM","ISO AIR RH 2",23.894
"9/25/2012","12:51:20 AM","ISO AIR Temp 2",23.697
"9/25/2012","12:51:20 AM","ISOAIR + 2",8.000
"9/25/2012","12:51:58 AM","ISO AIR Temp 1",21.925
"9/25/2012","12:51:58 AM","ISO AIR RH 1",27.000
"9/25/2012","12:52:20 AM","ISO AIR RH 2",24.125
"9/25/2012","12:52:20 AM","ISO AIR Temp 2",23.482
"9/25/2012","12:52:20 AM","ISOAIR + 2",18.000
"9/25/2012","12:52:58 AM","ISO AIR Temp 1",21.895
"9/25/2012","12:52:58 AM","ISO AIR RH 1",26.956
"9/25/2012","12:53:20 AM","ISO AIR RH 2",24.063
"9/25/2012","12:53:20 AM","ISO AIR Temp 2",23.538
"9/25/2012","12:53:20 AM","ISOAIR + 2",5.000
"9/25/2012","12:53:58 AM","ISO AIR Temp 1",21.966
"9/25/2012","12:53:58 AM","ISO AIR RH 1",26.975
"9/25/2012","12:54:20 AM","ISO AIR RH 2",23.519
"9/25/2012","12:54:20 AM","ISO AIR Temp 2",23.663
"9/25/2012","12:54:20 AM","ISOAIR + 2",16.000
"9/25/2012","12:54:58 AM","ISO AIR Temp 1",21.827
"9/25/2012","12:54:58 AM","ISO AIR RH 1",27.025
"9/25/2012","12:55:20 AM","ISO AIR RH 2",23.694
"9/25/2012","12:55:20 AM","ISO AIR Temp 2",23.513
"9/25/2012","12:55:20 AM","ISOAIR + 2",12.000
"9/25/2012","12:55:58 AM","ISO AIR Temp 1",21.933
"9/25/2012","12:55:58 AM","ISO AIR RH 1",27.150
"9/25/2012","12:56:20 AM","ISO AIR RH 2",23.750
"9/25/2012","12:56:20 AM","ISO AIR Temp 2",23.663
"9/25/2012","12:56:20 AM","ISOAIR + 2",13.000
"9/25/2012","12:56:58 AM","ISO AIR Temp 1",21.978
"9/25/2012","12:56:58 AM","ISO AIR RH 1",27.163
"9/25/2012","12:57:20 AM","ISO AIR RH 2",24.000
"9/25/2012","12:57:20 AM","ISO AIR Temp 2",23.565
"9/25/2012","12:57:20 AM","ISOAIR + 2",8.000
"9/25/2012","12:57:58 AM","ISO AIR Temp 1",21.895
"9/25/2012","12:57:58 AM","ISO AIR RH 1",27.200
"9/25/2012","12:58:20 AM","ISO AIR RH 2",23.837
"9/25/2012","12:58:20 AM","ISO AIR Temp 2",23.527
"9/25/2012","12:58:20 AM","ISOAIR + 2",13.000
"9/25/2012","12:58:58 AM","ISO AIR Temp 1",21.936
"9/25/2012","12:58:58 AM","ISO AIR RH 1",27.263
"9/25/2012","12:59:20 AM","ISO AIR RH 2",23.906
"9/25/2012","12:59:20 AM","ISO AIR Temp 2",23.520
"9/25/2012","12:59:20 AM","ISOAIR + 2",10.000
"9/25/2012","12:59:58 AM","ISO AIR Temp 1",21.895
"9/25/2012","12:59:58 AM","ISO AIR RH 1",27.056
"9/25/2012","1:00:20 AM","ISO AIR RH 2",23.806
"9/25/2012","1:00:20 AM","ISO AIR Temp 2",23.600
"9/25/2012","1:00:20 AM","ISOAIR + 2",8.000
"9/25/2012","1:00:58 AM","ISO AIR Temp 1",21.835
"9/25/2012","1:00:58 AM","ISO AIR RH 1",27.125
"9/25/2012","1:01:20 AM","ISO AIR RH 2",23.638
"9/25/2012","1:01:20 AM","ISO AIR Temp 2",23.652
"9/25/2012","1:01:20 AM","ISOAIR + 2",8.000
"9/25/2012","1:01:58 AM","ISO AIR Temp 1",21.951
"9/25/2012","1:01:58 AM","ISO AIR RH 1",27.144
"9/25/2012","1:02:20 AM","ISO AIR RH 2",23.519
"9/25/2012","1:02:20 AM","ISO AIR Temp 2",23.673
"9/25/2012","1:02:20 AM","ISOAIR + 2",4.000
"9/25/2012","1:02:58 AM","ISO AIR Temp 1",21.959
"9/25/2012","1:02:58 AM","ISO AIR RH 1",27.138
"9/25/2012","1:03:20 AM","ISO AIR RH 2",23.575
"9/25/2012","1:03:20 AM","ISO AIR Temp 2",23.677
"9/25/2012","1:03:20 AM","ISOAIR + 2",8.000
"9/25/2012","1:03:58 AM","ISO AIR Temp 1",21.824
"9/25/2012","1:03:58 AM","ISO AIR RH 1",27.313
"9/25/2012","1:04:20 AM","ISO AIR RH 2",23.850
"9/25/2012","1:04:20 AM","ISO AIR Temp 2",23.541
"9/25/2012","1:04:20 AM","ISOAIR + 2",8.000
"9/25/2012","1:04:57 AM","ISO AIR Temp 1",21.813
"9/25/2012","1:04:57 AM","ISO AIR RH 1",27.250
"9/25/2012","1:05:20 AM","ISO AIR RH 2",23.881
"9/25/2012","1:05:20 AM","ISO AIR Temp 2",23.569
"9/25/2012","1:05:20 AM","ISOAIR + 2",4.000
"9/25/2012","1:05:57 AM","ISO AIR Temp 1",21.861
"9/25/2012","1:05:57 AM","ISO AIR RH 1",27.237
"9/25/2012","1:06:20 AM","ISO AIR RH 2",24.050
"9/25/2012","1:06:20 AM","ISO AIR Temp 2",23.618
"9/25/2012","1:06:20 AM","ISOAIR + 2",7.000
"9/25/2012","1:06:57 AM","ISO AIR Temp 1",21.843
"9/25/2012","1:06:57 AM","ISO AIR RH 1",27.125
"9/25/2012","1:07:20 AM","ISO AIR RH 2",23.938
"9/25/2012","1:07:20 AM","ISO AIR Temp 2",23.569
"9/25/2012","1:07:20 AM","ISOAIR + 2",6.000
"9/25/2012","1:07:57 AM","ISO AIR Temp 1",21.827
"9/25/2012","1:07:57 AM","ISO AIR RH 1",27.206
"9/25/2012","1:08:20 AM","ISO AIR RH 2",23.975
"9/25/2012","1:08:20 AM","ISO AIR Temp 2",23.635
"9/25/2012","1:08:20 AM","ISOAIR + 2",4.000
"9/25/2012","1:08:57 AM","ISO AIR Temp 1",21.835
"9/25/2012","1:08:57 AM","ISO AIR RH 1",27.150
"9/25/2012","1:09:20 AM","ISO AIR RH 2",24.106
"9/25/2012","1:09:20 AM","ISO AIR Temp 2",23.597
"9/25/2012","1:09:20 AM","ISOAIR + 2",5.000
"9/25/2012","1:09:57 AM","ISO AIR Temp 1",21.869
"9/25/2012","1:09:57 AM","ISO AIR RH 1",27.281
"9/25/2012","1:10:20 AM","ISO AIR RH 2",23.987
"9/25/2012","1:10:20 AM","ISO AIR Temp 2",23.677
"9/25/2012","1:10:20 AM","ISOAIR + 2",0.000
"9/25/2012","1:10:57 AM","ISO AIR Temp 1",21.944
"9/25/2012","1:10:57 AM","ISO AIR RH 1",27.225
"9/25/2012","1:11:20 AM","ISO AIR RH 2",23.594
"9/25/2012","1:11:20 AM","ISO AIR Temp 2",23.767
"9/25/2012","1:11:20 AM","ISOAIR + 2",9.000
"9/25/2012","1:11:57 AM","ISO AIR Temp 1",21.771
"9/25/2012","1:11:57 AM","ISO AIR RH 1",27.219
"9/25/2012","1:12:20 AM","ISO AIR RH 2",23.969
"9/25/2012","1:12:20 AM","ISO AIR Temp 2",23.645
"9/25/2012","1:12:20 AM","ISOAIR + 2",15.000
"9/25/2012","1:12:57 AM","ISO AIR Temp 1",21.865
"9/25/2012","1:12:57 AM","ISO AIR RH 1",27.169
"9/25/2012","1:13:20 AM","ISO AIR RH 2",23.800
"9/25/2012","1:13:20 AM","ISO AIR Temp 2",23.732
"9/25/2012","1:13:20 AM","ISOAIR + 2",8.000
"9/25/2012","1:13:57 AM","ISO AIR Temp 1",21.869
"9/25/2012","1:13:57 AM","ISO AIR RH 1",27.100
"9/25/2012","1:14:20 AM","ISO AIR RH 2",23.819
"9/25/2012","1:14:20 AM","ISO AIR Temp 2",23.774
"9/25/2012","1:14:20 AM","ISOAIR + 2",6.000
"9/25/2012","1:14:57 AM","ISO AIR Temp 1",21.824
"9/25/2012","1:14:57 AM","ISO AIR RH 1",27.250
"9/25/2012","1:15:20 AM","ISO AIR RH 2",23.819
"9/25/2012","1:15:20 AM","ISO AIR Temp 2",23.784
"9/25/2012","1:15:20 AM","ISOAIR + 2",5.000
"9/25/2012","1:15:57 AM","ISO AIR Temp 1",21.816
"9/25/2012","1:15:57 AM","ISO AIR RH 1",27.188
"9/25/2012","1:16:20 AM","ISO AIR RH 2",23.981
"9/25/2012","1:16:20 AM","ISO AIR Temp 2",23.753
"9/25/2012","1:16:20 AM","ISOAIR + 2",5.000
"9/25/2012","1:16:57 AM","ISO AIR Temp 1",21.906
"9/25/2012","1:16:57 AM","ISO AIR RH 1",26.888
"9/25/2012","1:17:20 AM","ISO AIR RH 2",24.138
"9/25/2012","1:17:20 AM","ISO AIR Temp 2",23.618
"9/25/2012","1:17:20 AM","ISOAIR + 2",6.000
"9/25/2012","1:17:57 AM","ISO AIR Temp 1",21.917
"9/25/2012","1:17:57 AM","ISO AIR RH 1",27.138
"9/25/2012","1:18:20 AM","ISO AIR RH 2",23.925
"9/25/2012","1:18:20 AM","ISO AIR Temp 2",23.652
"9/25/2012","1:18:20 AM","ISOAIR + 2",7.000
"9/25/2012","1:18:57 AM","ISO AIR Temp 1",21.888
"9/25/2012","1:18:57 AM","ISO AIR RH 1",26.837
"9/25/2012","1:19:20 AM","ISO AIR RH 2",23.788
"9/25/2012","1:19:20 AM","ISO AIR Temp 2",23.576
"9/25/2012","1:19:20 AM","ISOAIR + 2",3.000
"9/25/2012","1:19:57 AM","ISO AIR Temp 1",21.827
"9/25/2012","1:19:57 AM","ISO AIR RH 1",27.000
"9/25/2012","1:20:20 AM","ISO AIR RH 2",23.781
"9/25/2012","1:20:20 AM","ISO AIR Temp 2",23.690
"9/25/2012","1:20:20 AM","ISOAIR + 2",6.000
"9/25/2012","1:20:57 AM","ISO AIR Temp 1",21.831
"9/25/2012","1:20:57 AM","ISO AIR RH 1",26.894
"9/25/2012","1:21:20 AM","ISO AIR RH 2",23.844
"9/25/2012","1:21:20 AM","ISO AIR Temp 2",23.548
"9/25/2012","1:21:20 AM","ISOAIR + 2",9.000
"9/25/2012","1:21:57 AM","ISO AIR Temp 1",21.917
"9/25/2012","1:21:57 AM","ISO AIR RH 1",26.825
"9/25/2012","1:22:20 AM","ISO AIR RH 2",24.356
"9/25/2012","1:22:20 AM","ISO AIR Temp 2",23.527
"9/25/2012","1:22:20 AM","ISOAIR + 2",9.000
"9/25/2012","1:22:57 AM","ISO AIR Temp 1",21.933
"9/25/2012","1:22:57 AM","ISO AIR RH 1",26.819
"9/25/2012","1:23:20 AM","ISO AIR RH 2",24.119
"9/25/2012","1:23:20 AM","ISO AIR Temp 2",23.735
"9/25/2012","1:23:20 AM","ISOAIR + 2",1.000
"9/25/2012","1:23:57 AM","ISO AIR Temp 1",21.884
"9/25/2012","1:23:57 AM","ISO AIR RH 1",26.850
"9/25/2012","1:24:20 AM","ISO AIR RH 2",24.269
"9/25/2012","1:24:20 AM","ISO AIR Temp 2",23.649
"9/25/2012","1:24:20 AM","ISOAIR + 2",2.000
"9/25/2012","1:24:57 AM","ISO AIR Temp 1",21.865
"9/25/2012","1:24:57 AM","ISO AIR RH 1",26.900
"9/25/2012","1:25:20 AM","ISO AIR RH 2",24.438
"9/25/2012","1:25:20 AM","ISO AIR Temp 2",23.690
"9/25/2012","1:25:20 AM","ISOAIR + 2",5.000
"9/25/2012","1:25:57 AM","ISO AIR Temp 1",21.846
"9/25/2012","1:25:57 AM","ISO AIR RH 1",27.106
"9/25/2012","1:26:20 AM","ISO AIR RH 2",24.413
"9/25/2012","1:26:20 AM","ISO AIR Temp 2",23.659
"9/25/2012","1:26:20 AM","ISOAIR + 2",8.000
"9/25/2012","1:26:57 AM","ISO AIR Temp 1",21.839
"9/25/2012","1:26:57 AM","ISO AIR RH 1",26.981
"9/25/2012","1:27:20 AM","ISO AIR RH 2",24.525
